# Reading C:/questasim64_10.4c/tcl/vsim/pref.tcl
# //  Questa Sim-64
# //  Version 10.4c win64 Jul 20 2015
# //
# //  Copyright 1991-2015 Mentor Graphics Corporation
# //  All Rights Reserved.
# //
# //  THIS WORK CONTAINS TRADE SECRET AND PROPRIETARY INFORMATION
# //  WHICH IS THE PROPERTY OF MENTOR GRAPHICS CORPORATION OR ITS
# //  LICENSORS AND IS SUBJECT TO LICENSE TERMS.
# //  THIS DOCUMENT CONTAINS TRADE SECRETS AND COMMERCIAL OR FINANCIAL
# //  INFORMATION THAT ARE PRIVILEGED, CONFIDENTIAL, AND EXEMPT FROM
# //  DISCLOSURE UNDER THE FREEDOM OF INFORMATION ACT, 5 U.S.C. SECTION 552.
# //  FURTHERMORE, THIS INFORMATION IS PROHIBITED FROM DISCLOSURE UNDER
# //  THE TRADE SECRETS ACT, 18 U.S.C. SECTION 1905.
# //
project open C:/Users/dpl19/OneDrive/Desktop/EE552/NOC/NOC
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                   2) @           1740000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   8) @           1740000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                   2) @           1744000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                   2) @           1744000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                  12) @           1744000000
### complete_pe_tb.pe_i.add_sel.Send Stalled(                   6) @           1746000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   2) @           1748000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                  14) @           1748000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                  10) @           1750000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   6) @           1752000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                  14) @           1754000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                   6) @           1756000000
### complete_pe_tb.pe_i.add_sel.Receive Stalled(                   2) @           1760000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                  14) @           1760000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                  14) @           1760000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                   6) @           1760000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   2) @           1762000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                  14) @           1764000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                  14) @           1764000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   4) @           1764000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                   6) @           1766000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   8) @           1768000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                   6) @           1772000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                   6) @           1772000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                  10) @           1772000000
### complete_pe_tb.pe_i.add_sel.Send Stalled(                   2) @           1774000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                   6) @           1776000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                   6) @           1776000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                  10) @           1776000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   6) @           1778000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   6) @           1780000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   6) @           1780000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                  10) @           1782000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                   6) @           1784000000
### complete_pe_tb.pe_i.add_sel.Receive Stalled(                   2) @           1788000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                  10) @           1788000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                  10) @           1788000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                   6) @           1788000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   2) @           1790000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                  10) @           1792000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                  10) @           1792000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   4) @           1792000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                   6) @           1794000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   8) @           1796000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                  10) @           1800000000
### complete_pe_tb.pe_i.add_sel.Send Stalled(                   2) @           1802000000
### complete_pe_tb.pe_i.psum_in.Send Stalled(                  85) @           1802000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                  10) @           1804000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   6) @           1806000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   6) @           1808000000
### complete_pe_tb.pe_i.acc_clear.Receive Stalled(                   2) @           1812000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                   6) @           1812000000
### complete_pe_tb.pe_i.psum_out.Receive Stalled(                  84) @           1816000000
# Sending psum
# iff type = 0
# psum_out =             0
# source =  2
# dest = 13
# x_dir = 1
# y_dir = 1
# x_hop = 1
# y_hop = 1
# 
# packet = 000010110110011010000000000000000000000000000000000000000
# 
### complete_pe_tb.intf[1].Receive Stalled(                  86) @           1817000000
# --------Finished recieving in module complete_pe_tb.db. Simulation time =          1817000000. Final result =  6417849371328512.
# Execution cycle=         20, Cycle Time=         86, 
# 
#     Average CycleTime=90.850000, Average Throughput=0.011007
# data_bucket starts complete_pe_tb.db                 1817
# Start recieving in module complete_pe_tb.db. Simulation time =          1817000000
### complete_pe_tb.pe_i.add_sel.Receive Stalled(                   4) @           1818000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                  24) @           1818000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                  24) @           1818000000
### complete_pe_tb.pe_i.intf[3].Send Stalled(                   2) @           1818000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                   2) @           1820000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                  24) @           1822000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                  24) @           1822000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                   2) @           1826000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                   2) @           1826000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   8) @           1826000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                   2) @           1830000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                   2) @           1830000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                  12) @           1830000000
### complete_pe_tb.pe_i.add_sel.Send Stalled(                   6) @           1832000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   2) @           1834000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                  14) @           1834000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                  10) @           1836000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   6) @           1838000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                  14) @           1840000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                   6) @           1842000000
### complete_pe_tb.pe_i.add_sel.Receive Stalled(                   2) @           1846000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                  14) @           1846000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                  14) @           1846000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                   6) @           1846000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   2) @           1848000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                  14) @           1850000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                  14) @           1850000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   4) @           1850000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                   6) @           1852000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   8) @           1854000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                   6) @           1858000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                   6) @           1858000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                  10) @           1858000000
### complete_pe_tb.pe_i.add_sel.Send Stalled(                   2) @           1860000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                   6) @           1862000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                   6) @           1862000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                  10) @           1862000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   6) @           1864000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   6) @           1866000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   6) @           1866000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                  10) @           1868000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                   6) @           1870000000
### complete_pe_tb.pe_i.add_sel.Receive Stalled(                   2) @           1874000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                  10) @           1874000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                  10) @           1874000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                   6) @           1874000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   2) @           1876000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                  10) @           1878000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                  10) @           1878000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   4) @           1878000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                   6) @           1880000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   8) @           1882000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                  10) @           1886000000
### complete_pe_tb.pe_i.add_sel.Send Stalled(                   2) @           1888000000
### complete_pe_tb.pe_i.psum_in.Send Stalled(                  85) @           1888000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                  10) @           1890000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   6) @           1892000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   6) @           1894000000
### complete_pe_tb.pe_i.acc_clear.Receive Stalled(                   2) @           1898000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                   6) @           1898000000
### complete_pe_tb.pe_i.psum_out.Receive Stalled(                  84) @           1902000000
# Sending psum
# iff type = 0
# psum_out =             0
# source =  2
# dest = 13
# x_dir = 1
# y_dir = 1
# x_hop = 1
# y_hop = 1
# 
# packet = 000010110110011010000000000000000000000000000000000000000
# 
### complete_pe_tb.intf[1].Receive Stalled(                  86) @           1903000000
# --------Finished recieving in module complete_pe_tb.db. Simulation time =          1903000000. Final result =  6417849371328512.
# Execution cycle=         21, Cycle Time=         86, 
# 
#     Average CycleTime=90.619048, Average Throughput=0.011035
# data_bucket starts complete_pe_tb.db                 1903
# Start recieving in module complete_pe_tb.db. Simulation time =          1903000000
### complete_pe_tb.pe_i.add_sel.Receive Stalled(                   4) @           1904000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                  24) @           1904000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                  24) @           1904000000
### complete_pe_tb.pe_i.intf[3].Send Stalled(                   2) @           1904000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                   2) @           1906000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                  24) @           1908000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                  24) @           1908000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                   2) @           1912000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                   2) @           1912000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   8) @           1912000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                   2) @           1916000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                   2) @           1916000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                  12) @           1916000000
### complete_pe_tb.pe_i.add_sel.Send Stalled(                   6) @           1918000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   2) @           1920000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                  14) @           1920000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                  10) @           1922000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   6) @           1924000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                  14) @           1926000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                   6) @           1928000000
### complete_pe_tb.pe_i.add_sel.Receive Stalled(                   2) @           1932000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                  14) @           1932000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                  14) @           1932000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                   6) @           1932000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   2) @           1934000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                  14) @           1936000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                  14) @           1936000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   4) @           1936000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                   6) @           1938000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   8) @           1940000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                   6) @           1944000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                   6) @           1944000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                  10) @           1944000000
### complete_pe_tb.pe_i.add_sel.Send Stalled(                   2) @           1946000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                   6) @           1948000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                   6) @           1948000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                  10) @           1948000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   6) @           1950000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   6) @           1952000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   6) @           1952000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                  10) @           1954000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                   6) @           1956000000
### complete_pe_tb.pe_i.add_sel.Receive Stalled(                   2) @           1960000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                  10) @           1960000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                  10) @           1960000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                   6) @           1960000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   2) @           1962000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                  10) @           1964000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                  10) @           1964000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   4) @           1964000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                   6) @           1966000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   8) @           1968000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                  10) @           1972000000
### complete_pe_tb.pe_i.add_sel.Send Stalled(                   2) @           1974000000
### complete_pe_tb.pe_i.psum_in.Send Stalled(                  85) @           1974000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                  10) @           1976000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   6) @           1978000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   6) @           1980000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                   6) @           1984000000
### complete_pe_tb.pe_i.psum_out.Receive Stalled(                  84) @           1988000000
# Sending psum
# iff type = 0
# psum_out =             0
# source =  2
# dest = 13
# x_dir = 1
# y_dir = 1
# x_hop = 1
# y_hop = 1
# 
# packet = 000010110110011010000000000000000000000000000000000000000
# 
### complete_pe_tb.intf[1].Receive Stalled(                  86) @           1989000000
# --------Finished recieving in module complete_pe_tb.db. Simulation time =          1989000000. Final result =  6417849371328512.
# Execution cycle=         22, Cycle Time=         86, 
# 
#     Average CycleTime=90.409091, Average Throughput=0.011061
# data_bucket starts complete_pe_tb.db                 1989
# Start recieving in module complete_pe_tb.db. Simulation time =          1989000000
### complete_pe_tb.pe_i.done.Send Stalled(                   6) @           1990000000
### complete_pe_tb.pe_i.if_forwardIntf.Receive Stalled(                1816) @           1991000000
# Sending forwarding data
# iff type = 1
# data = 0000000000000000000000000000000000011111
# source =  2
# dest =  1
# x_dir = 0
# y_dir = 0
# x_hop = 1
# y_hop = 0
# 
# packet = 010010000100010000000000000000000000000000000000000011111
# 
### complete_pe_tb.intf[1].Receive Stalled(                   4) @           1993000000
# --------Finished recieving in module complete_pe_tb.db. Simulation time =          1993000000. Final result = 40681930227712031.
# Execution cycle=         23, Cycle Time=          4, 
# 
#     Average CycleTime=86.652174, Average Throughput=0.011540
# data_bucket starts complete_pe_tb.db                 1993
# Start recieving in module complete_pe_tb.db. Simulation time =          1993000000
# ** Note: $stop    : submodules_tb.sv(157)
#    Time: 2146 ns  Iteration: 0  Instance: /complete_pe_tb
# Break in Module complete_pe_tb at submodules_tb.sv line 157


